PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,ShortName,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches
19259,TEN,38.0,Maurice,Smith,DB,Active,"6'0""",194.0,1995-06-14T00:00:00,Georgia,4.0,DB,True,DEF,Maurice Smith,26.0,4th Season,"June 14, 1995",M.Smith,TEN,MIA,2017.0,0.0,0.0,True,6.0,0.0
22520,TEN,42.0,Miller,Forristall,TE,Active,"6'5""",245.0,0,Alabama,0.0,TE,True,OFF,Miller Forristall,0.0,Rookie,0,M.Forristall,TEN,TEN,2021.0,0.0,0.0,True,6.0,5.0
21142,ATL,17.0,Olamide,Zaccheaus,WR,Active,"5'8""",193.0,1997-07-23T00:00:00,Virginia,2.0,WR,True,OFF,Olamide Zaccheaus,23.0,3rd Season,"July 23, 1997",O.Zaccheaus,ATL,ATL,2019.0,0.0,0.0,True,5.0,8.0
18972,ATL,22.0,Fabian,Moreau,CB,Active,"6'0""",204.0,1994-04-09T00:00:00,UCLA,4.0,DB,True,DEF,Fabian Moreau,27.0,5th Season,"April 9, 1994",F.Moreau,ATL,WAS,2017.0,4.0,93.0,False,6.0,0.0
22591,TEN,10.0,Dez,Fitzpatrick,WR,Active,"6'2""",208.0,1997-12-17T00:00:00,Louisville,0.0,WR,True,OFF,Dez Fitzpatrick,23.0,Rookie,"December 17, 1997",D.Fitzpatrick,TEN,TEN,2021.0,5.0,125.0,False,6.0,2.0
21130,LAC,91.0,Cortez,Broughton,DT,Active,"6'2""",293.0,1996-09-02T00:00:00,Cincinnati,2.0,DL,True,DEF,Cortez Broughton,24.0,3rd Season,"September 2, 1996",C.Broughton,LAC,LAC,2019.0,9.0,278.0,False,6.0,2.0
21588,LAR,39.0,Jake,Gervase,SS,Active,"6'1""",212.0,1995-09-18T00:00:00,Iowa,2.0,DB,True,DEF,Jake Gervase,25.0,3rd Season,"September 18, 1995",J.Gervase,LAR,LAR,2019.0,0.0,0.0,True,6.0,1.0
21131,LAR,33.0,Nick,Scott,FS,Active,"5'11""",201.0,1995-05-17T00:00:00,Penn State,2.0,DB,True,DEF,Nick Scott,26.0,3rd Season,"May 17, 1995",N.Scott,LAR,LAR,2019.0,9.0,279.0,False,5.0,11.0
21158,LAC,48.0,Matt,Sokol,TE,Active,"6'5""",249.0,1995-11-09T00:00:00,Michigan State,2.0,TE,True,OFF,Matt Sokol,25.0,2nd Season,"November 9, 1995",M.Sokol,LAC,LAC,2019.0,0.0,0.0,True,6.0,5.0
22590,LAR,81.0,Ben,Skowronek,WR,Active,"6'3""",224.0,1997-06-27T00:00:00,Notre Dame,0.0,WR,True,OFF,Ben Skowronek,24.0,Rookie,"June 27, 1997",B.Skowronek,LAR,LAR,2021.0,9.0,286.0,False,6.0,3.0
21162,LAC,73.0,Tyree,St. Louis,OT,Active,"6'5""",305.0,1997-08-05T00:00:00,Miami (FL),2.0,OL,True,OFF,Tyree St. Louis,23.0,2nd Season,"August 5, 1997",T.St. Louis,LAC,NE,2019.0,0.0,0.0,True,6.0,5.0
21178,LAC,11.0,Jason,Moore,WR,Active,"6'3""",213.0,1995-06-23T00:00:00,Findlay,2.0,WR,True,OFF,Jason Moore,26.0,3rd Season,"June 23, 1995",J.Moore,LAC,LAC,2019.0,0.0,0.0,True,6.0,3.0
22602,LAR,15.0,Tutu,Atwell,WR,Active,"5'9""",165.0,1999-10-07T00:00:00,Louisville,0.0,WR,True,OFF,Tutu Atwell,21.0,Rookie,"October 7, 1999",T.Atwell,LAR,LAR,2021.0,3.0,65.0,False,5.0,9.0
21187,LAC,37.0,Kemon,Hall,CB,Active,"5'11""",190.0,1997-06-02T00:00:00,North Texas,2.0,DB,True,DEF,Kemon Hall,24.0,1st Season,"June 2, 1997",K.Hall,LAC,LAC,2019.0,0.0,0.0,True,5.0,11.0
22613,LAC,5.0,Joshua,Palmer,WR,Active,"6'2""",210.0,1999-09-22T00:00:00,Tennessee,0.0,WR,True,OFF,Joshua Palmer,21.0,Rookie,"September 22, 1999",J.Palmer,LAC,LAC,2021.0,4.0,88.0,False,6.0,2.0
22594,ATL,88.0,Frank,Darby,WR,Active,"6'1""",200.0,1997-09-08T00:00:00,Arizona State,0.0,WR,True,OFF,Frank Darby,23.0,Rookie,"September 8, 1997",F.Darby,ATL,ATL,2021.0,8.0,214.0,False,6.0,1.0
21641,ATL,69.0,Olive,Sagapolu,DT,Active,"6'2""",331.0,1997-02-17T00:00:00,Wisconsin,2.0,DL,True,DEF,Olive Sagapolu,24.0,1st Season,"February 17, 1997",O.Sagapolu,ATL,GB,2019.0,0.0,0.0,True,6.0,2.0
732,ATL,2.0,Matt,Ryan,QB,Active,"6'4""",217.0,1985-05-17T08:00:00,Boston College,13.0,QB,True,OFF,Matt Ryan,36.0,14th Season,"May 17, 1985",M.Ryan,ATL,ATL,2008.0,1.0,4.0,False,6.0,4.0
16914,ATL,96.0,Tyeler,Davison,DT,Active,"6'2""",309.0,1992-09-03T00:00:00,Fresno State,6.0,DL,True,DEF,Tyeler Davison,28.0,7th Season,"September 3, 1992",T.Davison,ATL,NO,2015.0,7.0,177.0,False,6.0,2.0
18151,LAC,8.0,Lachlan,Edwards,P,Active,"6'4""",209.0,1992-04-27T00:00:00,Sam Houston State,5.0,P,True,ST,Lachlan Edwards,29.0,5th Season,"April 27, 1992",L.Edwards,LAC,NYJ,2016.0,9.0,270.0,False,6.0,4.0
21678,LAR,88.0,Brycen,Hopkins,TE,Active,"6'4""",245.0,1997-03-27T00:00:00,Purdue,1.0,TE,True,OFF,Brycen Hopkins,24.0,2nd Season,"March 27, 1997",B.Hopkins,LAR,LAR,2020.0,5.0,156.0,False,6.0,4.0
21681,LAC,10.0,Justin,Herbert,QB,Active,"6'6""",240.0,1998-03-10T00:00:00,Oregon,1.0,QB,True,OFF,Justin Herbert,23.0,2nd Season,"March 10, 1998",J.Herbert,LAC,LAC,2020.0,1.0,8.0,False,6.0,6.0
21688,LAR,23.0,Cam,Akers,RB,Active,"5'10""",217.0,1999-06-22T00:00:00,Florida State,1.0,RB,True,OFF,Cam Akers,22.0,2nd Season,"June 22, 1999",C.Akers,LAR,LAR,2020.0,3.0,60.0,False,5.0,10.0
21709,LAR,47.0,Derrick,Moncrief,LB,Active,"6'2""",220.0,1993-06-25T00:00:00,Oklahoma State,1.0,LB,True,DEF,Derrick Moncrief,28.0,1st Season,"June 25, 1993",D.Moncrief,LAR,LV,2020.0,0.0,0.0,True,6.0,2.0
21718,LAC,12.0,Joe,Reed,WR,Active,"6'0""",211.0,1998-01-04T00:00:00,Virginia,1.0,WR,True,OFF,Joe Reed,23.0,2nd Season,"January 4, 1998",J.Reed,LAC,LAC,2020.0,7.0,173.0,False,6.0,0.0
22646,LAR,18.0,Jeremiah,Haydel,WR,Active,"6'0""",170.0,1999-03-25T00:00:00,Texas State,0.0,WR,True,OFF,Jeremiah Haydel,22.0,Rookie,"March 25, 1999",J.Haydel,LAR,LAR,2021.0,0.0,0.0,True,6.0,0.0
21725,LAR,83.0,Trishton,Jackson,WR,Active,"6'1""",191.0,1998-03-09T00:00:00,Syracuse,1.0,WR,True,OFF,Trishton Jackson,23.0,2nd Season,"March 9, 1998",T.Jackson,LAR,LAR,2020.0,0.0,0.0,True,6.0,1.0
21739,LAR,12.0,Van,Jefferson,WR,Active,"6'1""",200.0,1996-07-26T00:00:00,Florida,1.0,WR,True,OFF,Van Jefferson,24.0,2nd Season,"July 26, 1996",V.Jefferson,LAR,LAR,2020.0,3.0,65.0,False,6.0,1.0
22622,TEN,81.0,Racey,McMath,WR,Active,"6'3""",225.0,1999-06-14T00:00:00,LSU,0.0,WR,True,OFF,Racey McMath,22.0,Rookie,"June 14, 1999",R.McMath,TEN,TEN,2021.0,8.0,235.0,False,6.0,3.0
21676,TEN,84.0,Jared,Pinkney,TE,Active,"6'4""",257.0,1997-08-21T00:00:00,Vanderbilt,1.0,TE,True,OFF,Jared Pinkney,23.0,1st Season,"August 21, 1997",J.Pinkney,TEN,ATL,2020.0,0.0,0.0,True,6.0,4.0
22630,ATL,86.0,Antonio,Nunn,WR,Active,"5'11""",200.0,1996-09-14T00:00:00,Buffalo,0.0,WR,True,OFF,Antonio Nunn,24.0,Rookie,"September 14, 1996",A.Nunn,ATL,ATL,2021.0,0.0,0.0,True,5.0,11.0
19280,TEN,16.0,Cody,Hollister,WR,Active,"6'4""",209.0,1993-11-18T00:00:00,Arkansas,4.0,WR,True,OFF,Cody Hollister,27.0,3rd Season,"November 18, 1993",C.Hollister,TEN,NE,2017.0,0.0,0.0,True,6.0,4.0
21716,TEN,19.0,Kalija,Lipscomb,WR,Active,"6'0""",207.0,1997-10-06T00:00:00,Vanderbilt,1.0,WR,True,OFF,Kalija Lipscomb,23.0,1st Season,"October 6, 1997",K.Lipscomb,TEN,KC,2020.0,0.0,0.0,True,6.0,0.0
21745,LAC,0.0,Matt,Seybert,TE,Active,"6'4""",252.0,1997-05-02T00:00:00,Michigan State,0.0,TE,True,OFF,Matt Seybert,24.0,Rookie,"May 2, 1997",M.Seybert,LAC,LAC,2021.0,0.0,0.0,True,6.0,4.0
22663,LAC,47.0,Hunter,Kampmoyer,TE,Active,"6'4""",240.0,0,Oregon,0.0,TE,True,OFF,Hunter Kampmoyer,0.0,Rookie,0,H.Kampmoyer,LAC,LAC,2021.0,0.0,0.0,True,6.0,4.0
21758,LAC,84.0,K.J.,Hill Jr.,WR,Active,"6'0""",198.0,1997-09-15T00:00:00,Ohio State,1.0,WR,True,OFF,K.J. Hill Jr.,23.0,2nd Season,"September 15, 1997",K.Hill Jr.,LAC,LAC,2020.0,9.0,252.0,False,6.0,0.0
21776,LAC,27.0,Joshua,Kelley,RB,Active,"5'11""",213.0,1997-11-20T00:00:00,UCLA,1.0,RB,True,OFF,Joshua Kelley,23.0,2nd Season,"November 20, 1997",J.Kelley,LAC,LAC,2020.0,5.0,128.0,False,5.0,11.0
21777,LAC,35.0,Larry,Rountree III,RB,Active,"5'11""",216.0,1998-02-13T00:00:00,Missouri,0.0,RB,True,OFF,Larry Rountree III,23.0,Rookie,"February 13, 1998",L.Rountree III,LAC,LAC,2021.0,8.0,227.0,False,5.0,11.0
22075,ATL,24.0,A.J.,Terrell,CB,Active,"6'1""",195.0,1998-09-23T00:00:00,Clemson,1.0,DB,True,DEF,A.J. Terrell,22.0,2nd Season,"September 23, 1998",A.Terrell,ATL,ATL,2020.0,1.0,18.0,False,6.0,1.0
19296,TEN,86.0,Anthony,Firkser,TE,Active,"6'2""",246.0,1995-02-19T00:00:00,Harvard,4.0,TE,True,OFF,Anthony Firkser,26.0,4th Season,"February 19, 1995",A.Firkser,TEN,NYJ,2017.0,0.0,0.0,True,6.0,2.0
22660,TEN,0.0,Briley,Moore,TE,Active,"6'4""",250.0,0,Kansas State,0.0,TE,True,OFF,Briley Moore,0.0,Rookie,0,B.Moore,TEN,TEN,2021.0,0.0,0.0,True,6.0,4.0
21734,TEN,15.0,Nick,Westbrook-Ikhine,WR,Active,"6'2""",211.0,1997-03-21T00:00:00,Indiana,1.0,WR,True,OFF,Nick Westbrook-Ikhine,24.0,2nd Season,"March 21, 1997",N.Westbrook-Ikhine,TEN,TEN,2020.0,0.0,0.0,True,6.0,2.0
22099,ATL,53.0,Erroll,Thompson,ILB,Active,"6'1""",250.0,1997-10-01T00:00:00,Mississippi State,0.0,LB,True,DEF,Erroll Thompson,23.0,Rookie,"October 1, 1997",E.Thompson,ATL,ATL,2021.0,0.0,0.0,True,6.0,1.0
22678,LAR,34.0,Jake,Funk,RB,Active,"5'10""",205.0,1998-01-11T00:00:00,Maryland,0.0,RB,True,OFF,Jake Funk,23.0,Rookie,"January 11, 1998",J.Funk,LAR,LAR,2021.0,9.0,267.0,False,5.0,10.0
22123,LAR,18.0,Austin,MacGinnis,K,Active,"5'10""",185.0,1995-05-04T00:00:00,Kentucky,1.0,K,True,ST,Austin MacGinnis,26.0,1st Season,"May 4, 1995",A.MacGinnis,LAR,LAR,2020.0,0.0,0.0,True,5.0,10.0
22683,LAR,87.0,Jacob,Harris,TE,Active,"6'5""",212.0,1997-04-16T00:00:00,Central Florida,0.0,TE,True,OFF,Jacob Harris,24.0,Rookie,"April 16, 1997",J.Harris,LAR,LAR,2021.0,5.0,162.0,False,6.0,5.0
22690,LAC,70.0,Rashawn,Slater,OT,Active,"6'3""",305.0,1999-03-26T00:00:00,Northwestern,0.0,OL,True,OFF,Rashawn Slater,22.0,Rookie,"March 26, 1999",R.Slater,LAC,LAC,2021.0,1.0,15.0,False,6.0,3.0
20144,LAC,4.0,Michael,Badgley,K,Active,"5'10""",183.0,1995-07-28T04:00:00,Miami (FL),3.0,K,True,ST,Michael Badgley,25.0,4th Season,"July 28, 1995",M.Badgley,LAC,IND,2018.0,0.0,0.0,True,5.0,10.0
19857,IND,72.0,Braden,Smith,OT,Active,"6'6""",315.0,1996-03-25T00:00:00,Auburn,3.0,OL,True,OFF,Braden Smith,25.0,4th Season,"March 25, 1996",B.Smith,IND,IND,2018.0,3.0,42.0,False,6.0,6.0
18623,IND,42.0,Rolan,Milligan,SS,Voluntary Opt Out,"5'10""",200.0,1994-08-16T00:00:00,Toledo,5.0,DB,True,DEF,Rolan Milligan,26.0,2nd Season,"August 16, 1994",R.Milligan,IND,DAL,2016.0,0.0,0.0,True,5.0,10.0
22783,CAR,28.0,Keith,Taylor,CB,Active,"6'2""",191.0,1999-05-03T00:00:00,Washington,0.0,DB,True,DEF,Keith Taylor,22.0,Rookie,"May 3, 1999",K.Taylor,CAR,CAR,2021.0,7.0,190.0,False,6.0,2.0
19870,CAR,26.0,Donte,Jackson,CB,Active,"5'10""",180.0,1995-11-08T00:00:00,LSU,3.0,DB,True,DEF,Donte Jackson,25.0,4th Season,"November 8, 1995",D.Jackson,CAR,CAR,2018.0,3.0,63.0,False,5.0,10.0
19872,IND,43.0,Malik,Jefferson,OLB,Active,"6'2""",240.0,1996-11-15T00:00:00,Texas,3.0,LB,True,DEF,Malik Jefferson,24.0,4th Season,"November 15, 1996",M.Jefferson,IND,CIN,2018.0,4.0,89.0,False,6.0,2.0
14005,IND,13.0,T.Y.,Hilton,WR,Active,"5'10""",183.0,1989-11-14T00:00:00,Florida International,9.0,WR,True,OFF,T.Y. Hilton,31.0,10th Season,"November 14, 1989",T.Hilton,IND,IND,2012.0,4.0,106.0,False,5.0,10.0
19878,IND,94.0,Tyquan,Lewis,DL,Active,"6'3""",277.0,1995-01-30T00:00:00,Ohio State,3.0,DL,True,DEF,Tyquan Lewis,26.0,4th Season,"January 30, 1995",T.Lewis,IND,IND,2018.0,3.0,73.0,False,6.0,3.0
19879,IND,57.0,Kemoko,Turay,DE,Active,"6'5""",248.0,1995-07-11T00:00:00,Rutgers,3.0,DL,True,DEF,Kemoko Turay,25.0,4th Season,"July 11, 1995",K.Turay,IND,IND,2018.0,3.0,60.0,False,6.0,5.0
22812,CAR,47.0,Paddy,Fisher,LB,Active,"6'4""",240.0,1998-01-23T00:00:00,Northwestern,0.0,LB,True,DEF,Paddy Fisher,23.0,Rookie,"January 23, 1998",P.Fisher,CAR,CAR,2021.0,0.0,0.0,True,6.0,4.0
19300,TEN,39.0,Breon,Borders,CB,Active,"6'0""",189.0,1995-07-22T00:00:00,Duke,4.0,DB,True,DEF,Breon Borders,25.0,3rd Season,"July 22, 1995",B.Borders,TEN,LV,2017.0,0.0,0.0,True,6.0,0.0
22084,TEN,26.0,Kristian,Fulton,CB,Active,"6'0""",197.0,1998-09-03T00:00:00,LSU,1.0,DB,True,DEF,Kristian Fulton,22.0,2nd Season,"September 3, 1998",K.Fulton,TEN,TEN,2020.0,3.0,70.0,False,6.0,0.0
22677,TEN,38.0,Mekhi,Sargent,RB,Active,"5'9""",209.0,1997-10-08T00:00:00,Iowa,0.0,RB,True,OFF,Mekhi Sargent,23.0,Rookie,"October 8, 1997",M.Sargent,TEN,TEN,2021.0,0.0,0.0,True,5.0,9.0
15423,ATL,51.0,Brandon,Copeland,OLB,Active,"6'3""",263.0,1991-07-02T00:00:00,Pennsylvania,8.0,LB,True,DEF,Brandon Copeland,29.0,7th Season,"July 2, 1991",B.Copeland,ATL,BAL,2013.0,0.0,0.0,True,6.0,3.0
19017,TEN,18.0,Josh,Reynolds,WR,Active,"6'3""",196.0,1995-02-16T00:00:00,Texas A&M,4.0,WR,True,OFF,Josh Reynolds,26.0,5th Season,"February 16, 1995",J.Reynolds,TEN,LAR,2017.0,5.0,134.0,False,6.0,3.0
21819,LAR,5.0,Bryce,Perkins,QB,Active,"6'3""",214.0,1996-12-20T00:00:00,Virginia,1.0,QB,True,OFF,Bryce Perkins,24.0,1st Season,"December 20, 1996",B.Perkins,LAR,LAR,2020.0,0.0,0.0,True,6.0,3.0
21826,LAC,34.0,Darius,Bradwell,RB,Active,"6'1""",230.0,1997-05-15T00:00:00,Tulane,1.0,RB,True,OFF,Darius Bradwell,24.0,1st Season,"May 15, 1997",D.Bradwell,LAC,LAC,2020.0,0.0,0.0,True,6.0,1.0
21839,LAR,25.0,Xavier,Jones,RB,Active,"5'11""",208.0,1997-08-24T00:00:00,Southern Methodist,1.0,RB,True,OFF,Xavier Jones,23.0,2nd Season,"August 24, 1997",X.Jones,LAR,LAR,2020.0,0.0,0.0,True,5.0,11.0
18577,LAR,21.0,Dont'e,Deayon,CB,Active,"5'9""",159.0,1994-01-28T00:00:00,Boise State,5.0,DB,True,DEF,Dont'e Deayon,27.0,4th Season,"January 28, 1994",D.Deayon,LAR,NYG,2016.0,0.0,0.0,True,5.0,9.0
21855,LAR,30.0,Raymond,Calais,RB,Active,"5'8""",182.0,1998-04-02T00:00:00,Louisiana-Lafayette,1.0,RB,True,OFF,Raymond Calais,23.0,2nd Season,"April 2, 1998",R.Calais,LAR,TB,2020.0,9.0,281.0,False,5.0,8.0
22813,CAR,46.0,Thomas,Fletcher,LS,Active,"6'1""",237.0,1998-10-01T00:00:00,Alabama,0.0,LS,True,ST,Thomas Fletcher,22.0,Rookie,"October 1, 1998",T.Fletcher,CAR,CAR,2021.0,8.0,255.0,False,6.0,1.0
22817,IND,0.0,Will,Fries,OT,Active,"6'6""",309.0,1998-04-04T00:00:00,Penn State,0.0,OL,True,OFF,Will Fries,23.0,Rookie,"April 4, 1998",W.Fries,IND,IND,2021.0,9.0,284.0,False,6.0,6.0
14037,CAR,50.0,Julian,Stanford,ILB,Active,"6'1""",230.0,1990-09-02T00:00:00,Wagner (NY),9.0,LB,True,DEF,Julian Stanford,30.0,8th Season,"September 2, 1990",J.Stanford,CAR,JAX,2012.0,0.0,0.0,True,6.0,1.0
22823,IND,83.0,Kylen,Granson,TE,Active,"6'2""",242.0,1998-03-27T00:00:00,Southern Methodist,0.0,TE,True,OFF,Kylen Granson,23.0,Rookie,"March 27, 1998",K.Granson,IND,IND,2021.0,5.0,146.0,False,6.0,2.0
22223,CAR,66.0,Mike,Horton,G,Active,"6'4""",325.0,1996-10-07T00:00:00,Auburn,1.0,OL,True,OFF,Mike Horton,24.0,1st Season,"October 7, 1996",M.Horton,CAR,CAR,2020.0,0.0,0.0,True,6.0,4.0
22693,TEN,23.0,Caleb,Farley,DB,Active,"6'2""",207.0,1998-11-02T00:00:00,Virginia Tech,0.0,DB,True,DEF,Caleb Farley,22.0,Rookie,"November 2, 1998",C.Farley,TEN,TEN,2021.0,1.0,25.0,False,6.0,2.0
20148,TEN,40.0,Quenton,Meeks,CB,Active,"6'1""",209.0,1996-06-20T00:00:00,Stanford,3.0,DB,True,DEF,Quenton Meeks,25.0,3rd Season,"June 20, 1996",Q.Meeks,TEN,JAX,2018.0,0.0,0.0,True,6.0,1.0
22144,ATL,4.0,Sterling,Hofrichter,P,Active,"5'9""",199.0,1996-12-05T00:00:00,Syracuse,1.0,P,True,ST,Sterling Hofrichter,24.0,2nd Season,"December 5, 1996",S.Hofrichter,ATL,ATL,2020.0,9.0,262.0,False,5.0,9.0
22152,TEN,35.0,Chris,Jackson,CB,Active,"6'0""",186.0,1998-04-13T00:00:00,Marshall,1.0,DB,True,DEF,Chris Jackson,23.0,2nd Season,"April 13, 1998",C.Jackson,TEN,TEN,2020.0,9.0,279.0,False,6.0,0.0
22153,ATL,29.0,Chris,Williamson,CB,Active,"6'0""",205.0,1997-05-19T00:00:00,Minnesota,1.0,DB,True,DEF,Chris Williamson,24.0,1st Season,"May 19, 1997",C.Williamson,ATL,NYG,2020.0,9.0,283.0,False,6.0,0.0
22721,LAR,95.0,Bobby,Brown III,DT,Active,"6'3""",315.0,2000-08-07T00:00:00,Texas A&M,0.0,DL,True,DEF,Bobby Brown III,20.0,Rookie,"August 7, 2000",B.Brown III,LAR,LAR,2021.0,5.0,134.0,False,6.0,3.0
22723,LAR,90.0,Earnest,Brown IV,DL,Active,"6'4""",270.0,1999-01-08T00:00:00,Northwestern,0.0,DL,True,DEF,Earnest Brown IV,22.0,Rookie,"January 8, 1999",E.Brown IV,LAR,LAR,2021.0,7.0,200.0,False,6.0,4.0
21295,LAR,14.0,Nsimba,Webster,WR,Active,"5'10""",180.0,1996-01-27T00:00:00,Eastern Washington,2.0,WR,True,OFF,Nsimba Webster,25.0,3rd Season,"January 27, 1996",N.Webster,LAR,LAR,2019.0,0.0,0.0,True,5.0,10.0
21298,LAR,93.0,Marquise,Copeland,DT,Active,"6'2""",287.0,1997-05-09T00:00:00,Cincinnati,2.0,DL,True,DEF,Marquise Copeland,24.0,2nd Season,"May 9, 1997",M.Copeland,LAR,LAR,2019.0,0.0,0.0,True,6.0,2.0
19837,LAC,33.0,Derwin,James,SS,Active,"6'2""",215.0,1996-08-03T00:00:00,Florida State,3.0,DB,True,DEF,Derwin James,24.0,3rd Season,"August 3, 1996",D.James,LAC,LAC,2018.0,1.0,19.0,False,6.0,2.0
21996,BAL,40.0,Malik,Harrison,LB,Active,"6'3""",247.0,1998-03-05T00:00:00,Ohio State,1.0,LB,True,DEF,Malik Harrison,23.0,2nd Season,"March 5, 1998",M.Harrison,BAL,BAL,2020.0,4.0,112.0,False,6.0,3.0
22010,BAL,63.0,Trystan,Colon,C,Active,"6'3""",313.0,1998-03-23T00:00:00,Missouri,1.0,OL,True,OFF,Trystan Colon,23.0,2nd Season,"March 23, 1998",T.Colon,BAL,BAL,2020.0,0.0,0.0,True,6.0,3.0
22540,NO,34.0,Stevie,Scott III,RB,Active,"6'2""",231.0,2000-05-13T00:00:00,Indiana,0.0,RB,True,OFF,Stevie Scott III,21.0,Rookie,"May 13, 2000",S.Scott III,NO,NO,2021.0,0.0,0.0,True,6.0,2.0
18960,NO,90.0,Tanoh,Kpassagnon,LB,Active,"6'7""",289.0,1994-06-14T00:00:00,Villanova,4.0,LB,True,DEF,Tanoh Kpassagnon,27.0,5th Season,"June 14, 1994",T.Kpassagnon,NO,KC,2017.0,3.0,68.0,False,6.0,7.0
22027,BAL,74.0,Tyre,Phillips,G,Active,"6'5""",344.0,1997-01-29T00:00:00,Mississippi State,1.0,OL,True,OFF,Tyre Phillips,24.0,2nd Season,"January 29, 1997",T.Phillips,BAL,BAL,2020.0,4.0,122.0,False,6.0,5.0
19802,ATL,18.0,Calvin,Ridley,WR,Active,"6'1""",190.0,1994-12-20T00:00:00,Alabama,3.0,WR,True,OFF,Calvin Ridley,26.0,4th Season,"December 20, 1994",C.Ridley,ATL,ATL,2018.0,1.0,30.0,False,6.0,1.0
21845,TEN,32.0,Darrynton,Evans,RB,Active,"5'10""",203.0,1998-07-09T00:00:00,Appalachian State,1.0,RB,True,OFF,Darrynton Evans,22.0,2nd Season,"July 9, 1998",D.Evans,TEN,TEN,2020.0,4.0,107.0,False,5.0,10.0
21849,ATL,42.0,Caleb,Huntley,RB,Active,"5'10""",229.0,1998-09-15T00:00:00,Ball State,0.0,RB,True,OFF,Caleb Huntley,22.0,Rookie,"September 15, 1998",C.Huntley,ATL,ATL,2021.0,0.0,0.0,True,5.0,10.0
22163,ATL,80.0,Ryan,Becker,TE,Active,"6'5""",248.0,1997-12-23T00:00:00,Southern Methodist,1.0,TE,True,OFF,Ryan Becker,23.0,1st Season,"December 23, 1997",R.Becker,ATL,ARI,2020.0,0.0,0.0,True,6.0,5.0
22719,TEN,33.0,Brady,Breeze,S,Active,"6'0""",196.0,1997-10-09T00:00:00,Oregon,0.0,DB,True,DEF,Brady Breeze,23.0,Rookie,"October 9, 1997",B.Breeze,TEN,TEN,2021.0,8.0,247.0,False,6.0,0.0
